0,1,97,0.0015414437191042982,346,0,2589.19710704507
0,1,97,0.0015429875687376932,346,0,2589.19694277687
0,1,221,0.001541142520957715,346,20.0,2589.1968622855243
0,1,221,0.0015410181473749487,346,20.0,2589.1968873511746
0,1,224,0.0015365458948092855,346,20.0,2589.1966001216865
0,1,224,0.0015412227198338163,346,20.0,2589.196002324943
0,1,224,0.0015412227198338163,346,20.0,2589.195311547112
0,1,198,0.0015363832242013605,346,100.0,2589.194693038743
0,1,210,0.0016303106582561463,346,100.0,2589.1939291888943
0,1,187,0.001543460191184416,346,100.0,2589.1939291888943
0,1,164,0.001548607150212513,346,100.0,2589.1945607734483
0,1,154,0.0016393309332770032,346,100.0,2589.195027962948
0,1,133,0.001536716736025075,346,100.0,2589.195027962948
0,1,133,0.0015232004030438205,346,100.0,2589.1954313611614
0,1,146,0.0015910699094077573,346,100.0,2589.1957651583825
0,1,140,0.0015145320814065495,346,100.0,2589.1957263339614
0,1,140,0.0015156013188139864,346,180.0,2589.1955932045253
0,1,140,0.001515376590450354,346,180.0,2589.195455376424
0,1,137,0.0015285042445894652,346,180.0,2589.1952440735927
0,1,121,0.0015436588446405418,346,180.0,2589.1940927886135
0,1,113,0.001546778321237824,346,180.0,2589.193183098736
0,1,104,0.001546778321237824,346,100.0,2589.1922588236134
0,1,88,0.0014698670988129482,346,100.0,2589.1922588236134
0,1,78,0.0015293853642703054,346,100.0,2589.1911185797726
0,1,82,0.001615979956550255,346,100.0,2589.190511349188
0,1,84,0.0015618352314186027,346,100.0,2589.1905376871805
0,1,88,0.001560162876352698,346,80.0,2589.1905779087506
0,1,83,0.001551851216904059,346,80.0,2589.1906092559393
0,1,69,0.0015534093438176364,346,80.0,2589.1906092559393
0,1,60,0.0015204650819727091,346,80.0,2589.189359695149
0,1,68,0.001540110501130757,346,100.0,2589.188634195097
0,1,68,0.0015420841562327659,346,100.0,2589.188079741255
0,1,75,0.0016254643311167337,346,100.0,2589.188079741255
0,1,69,0.001543893682844316,346,100.0,2589.18806899896
0,1,81,0.0016235603766154728,346,100.0,2589.18824729604
0,1,72,0.0015422218132006517,346,80.0,2589.188449284812
0,1,71,0.0015640116263906567,346,80.0,2589.1886310715004
0,1,74,0.0015319103039796987,346,80.0,2589.1887083702304
0,1,75,0.0015451380385701798,346,80.0,2589.188734993113
0,1,79,0.0015597537289530987,346,100.0,2589.188734993113
0,1,91,0.0015467997535743446,346,100.0,2589.18874769185
0,1,105,0.0016380689686310232,346,100.0,2589.1887632946564
0,1,122,0.0016296314582617466,346,100.0,2589.1890038445304
0,1,122,0.0015629521280147503,346,100.0,2589.1890038445304
0,1,110,0.0015426988863706912,346,80.0,2589.189207782845
0,1,117,0.0015303966001244372,346,80.0,2589.1895666584173
0,1,111,0.0015285799133555298,346,80.0,2589.189882518437
0,1,111,0.0015300819576895299,346,80.0,2589.1899100127307
0,1,118,0.0015338873029831564,346,80.0,2589.1898039623284
0,1,110,0.0015345523050601564,346,100.0,2589.1894730275512
0,1,116,0.0015403066583595938,346,100.0,2589.1890860802564
0,1,120,0.00154230540263649,346,100.0,2589.1885655800907
