latitude,longitude,car_heading,car_velocity,lateral_acc,longitudinal_acc,packet_rate,rtt,speed,car_distance
0,0,0,0,0,0,0,0,0,0
37.365559799513214,126.64107932424007,51.63535996953473,-0.1227163021023987,-2.6708473941934163e-05,0.00033787194877494403,0,0,0,0
37.36556045648198,126.64107936441948,50.507391434413194,0.1181189160863915,0.0001098161233589874,0.004694658944722037,0,0,0,0
37.365563312497564,126.64108211682438,43.3237971137639,0.3532883655272149,0.0024935107676977127,0.0093610844777911,0,0,0,0
37.365568637376846,126.64109128826775,27.338684233050166,0.5256612355785792,0.008963555036571657,0.012062823835220305,0,0,0,0
37.365574304619855,126.64110985630444,14.431661514556794,0.35860256583734984,0.009168833599007414,0.006125753508742488,0,0,0,0
37.36557884582663,126.64113377254341,11.838840613042024,0.43535862019551813,-0.0029978752358362096,0.0036649560796783573,0,0,0,0
37.3655852214776,126.64116118289324,15.886050223832214,0.7904085484689499,-0.006506916817802414,0.01066515153452821,0,0,0,0
37.36559458841654,126.64119391832442,18.817040186095767,1.0571469696985651,-0.0009492556592596171,0.008449160526520377,0,0,0,0
37.36560645796064,126.64123151640281,18.948419926596856,1.1736455167234676,0.0060698809122698896,0.0016015211175371322,0,0,0,0
37.36561686761808,126.64127146836157,12.794632109158698,0.8347143443318098,0.004431427526864383,0.00044876894483944035,0,0,0,0
37.365623774980875,126.64131311699366,6.704162533755877,0.4768810503978136,0.0034114328981474052,0.006974049444794336,0,0,0,0
37.36562785518347,126.64136104893657,0.8915763228603453,0.13362351629766722,0.007814969992795464,0.01319129580554335,0,0,0,0
37.36562609176485,126.64141646863462,-9.633421310375823,-0.7748431137883335,0.010661160571318511,0.0004643028225444761,0,0,0,0
37.365614845145316,126.641473092578,-20.32707415654201,-1.820333108690887,0.012307297044581028,0.008869397880414565,0,0,0,0
37.365593961959995,126.6415334876447,-27.526032505322362,-2.8749929432683703,0.011119700538345944,0.015226700811347303,0,0,0,0
37.36556382560262,126.64160182389222,-30.098936423994317,-3.6556790547482256,0.016998121357930385,0.013615377763965358,0,0,0,0
37.365527546791114,126.64167767869868,-32.66520332841533,-4.377578957733014,-0.0025239222410555007,0.012834018277278033,0,0,0,0
37.36548500949922,126.64175933037676,-34.92808742248664,-5.024215768245641,0.0007298390496211461,0.012948565512247517,0,0,0,0
37.3654385863856,126.64184696177853,-34.2475701159741,-5.224712889747863,-0.005137657861102586,0.012734704030943563,0,0,0,0
37.36539095030684,126.64194009458771,-33.94790656114159,-5.289280673316949,0.00048356509871189416,-0.0021992659704531342,0,0,0,0
37.36534239932856,126.64203226190855,-36.618897374711565,-5.600758864337854,0.010800101308135225,0.0009308235223472263,0,0,0,0
37.36528933909754,126.64212304736266,-37.96329958970331,-6.1042531292978754,0.0024064427081894484,0.013787738469144033,0,0,0,0
37.36523149286515,126.64222083072721,-38.42004266717781,-6.76037014964051,0.0020389323085402335,0.015988132114206466,0,0,0,0
37.365169738380125,126.64232749632149,-36.06698333535164,-6.746375888279992,-0.012326376771252957,0.00666884573355731,0,0,0,0
37.36511020482419,126.64243991167407,-35.10383909011483,-6.589891010721403,0.0034677643213674556,-0.005627956351871113,0,0,0,0
37.365051351443384,126.64255198775273,-35.339236170366675,-6.509523718860306,0.004562126324829206,0.0002547444657482617,0,0,0,0
37.3649909639147,126.64266229172638,-37.65553631937799,-6.937456315834935,0.011219612559813536,-0.006241953369329435,0,0,0,0
37.36492786804514,126.6427688787861,-39.01871221913089,-7.031566121928877,0.0025342154628817982,-0.0018117670149699052,0,0,0,0
37.36486443358147,126.64287219678445,-39.447523411134085,-6.977812280281267,5.584238384336124e-05,-0.0021101946069125234,0,0,0,0
37.36480214125644,126.64297375338586,-39.223463184281485,-6.779887747082249,-0.004280410075982224,-0.006115037739945855,0,0,0,0
37.36474076258582,126.64307374609652,-39.925989219470665,-6.815305263219792,-0.002397151967063674,-0.0034223494536952488,0,0,0,0
37.36467985138947,126.64317198158544,-39.629430641928934,-6.652643456366581,0.0006238330563672009,-0.0013033673235479633,0,0,0,0
37.36461955151391,126.64326980864932,-39.59697714632637,-6.685601475516243,-0.0015667820540686377,0.005968065198643978,0,0,0,0
37.364557753994404,126.64337035405451,-39.595598382133346,-6.997364954086111,-0.0008502776601176528,0.007862617578069431,0,0,0,0
37.36449357119135,126.64347502790658,-39.520061468415975,-7.194780697368237,-0.005051674711200777,0.004358606526595822,0,0,0,0
37.36442793259858,126.6435821014314,-39.24118776486529,-7.268490389043684,5.8287890995138746e-05,0.00217104598150966,0,0,0,0
37.36436088371205,126.64369144153282,-39.37896913425379,-7.515758239507288,-0.006777068154278009,0.007451338375586201,0,0,0,0
37.36429421507513,126.64380683292832,-39.21981515656,-7.747014806295954,-0.0001433014568961833,0.0014467873047110658,0,0,0,0
